"name_name","name_url","name_year","name_text","name_ratings"
"335. Searching for the Lotus Born Master: Eight Manifestations of Quantum Energy","https://www.imdb.com/title/tt9124042/?ref_=sr_t_335","2018","A Himalayan Film Expedition Explores weather the founder of Tibetan buddhism may also be the father of Quantum Physics","6.6"
"336. Yug Dekhi Yug Samma","https://www.imdb.com/title/tt0316930/?ref_=sr_t_336","1991","","7.5"
"337. Blind Rocks","https://www.imdb.com/title/tt7935792/?ref_=sr_t_337","2018","Shristi was studying in grade 8 when she lost her sight due to carelessness hospital and doctor. After the incident she and her family became hopeless but she didn't give up.","7.8"
"338. Aashirbad","https://www.imdb.com/title/tt0303602/?ref_=sr_t_338","2001","","8.2"
"339. Sarauto","https://www.imdb.com/title/tt11242502/?ref_=sr_t_339","2019","","6.3"
"340. So Simple","https://www.imdb.com/title/tt8374600/?ref_=sr_t_340","2012","",""
"341. Rudane","https://www.imdb.com/title/tt7659822/?ref_=sr_t_341","2018","Rudane is the biopic of Rupchandra Bista. Bista was the revolutionary philosopher, politician, and organic vocal of the downtrodden mass of Nepal.","8.8"
"342. Mukhauta","https://www.imdb.com/title/tt13369528/?ref_=sr_t_342","2014","","6.6"
"343. Rumani Ranga","https://www.imdb.com/title/tt31843925/?ref_=sr_t_343","","",""
"344. Gaja Baja","https://www.imdb.com/title/tt7991418/?ref_=sr_t_344","2018","Two jobless and carefree friends have a wacky adventure in their youths whist doing illegal stuff in Kathmandu.","8.3"
"345. The Break Up","https://www.imdb.com/title/tt9247166/?ref_=sr_t_345","2019","Love story between Aaviskhar and Sara and how their friends-with-benefits relationship ends up in them falling in love with each other.","5.4"
"346. Tandav","https://www.imdb.com/title/tt7165932/?ref_=sr_t_346","2014","When an arms deal on the Nepal India border goes south, a group of traveler's in a border hotel must band together to survive the resulting siege.","4.5"
"347. Maya Preeti","https://www.imdb.com/title/tt8934078/?ref_=sr_t_347","1989","",""
"348. Rajdrohi Rajneta","https://www.imdb.com/title/tt17077146/?ref_=sr_t_348","2022","","9.8"
"349. Ningwasum","https://www.imdb.com/title/tt18570578/?ref_=sr_t_349","2022","Ningwasum follows two time travellers Miksam and Mingsoma, played by Subin Limbu and Shanta Nepali respectively, in the Himalayas weaving indigenous folk stories, culture, climate change and science fiction.",""
"350. Ta Ta Sarai Bigris Ni Badri","https://www.imdb.com/title/tt7984848/?ref_=sr_t_350","2000","Badri has two wives, the first one takes revenge on him for cheating on her.","7.9"
"351. Tshering","https://www.imdb.com/title/tt8780434/?ref_=sr_t_351","2018","","5.0"
"352. Dhansamphati","https://www.imdb.com/title/tt0315486/?ref_=sr_t_352","2002","",""
"353. Karkhana","https://www.imdb.com/title/tt7683198/?ref_=sr_t_353","2016","KARKHANA is a romantic drama with a strong social message. Although the main plot has been kept unrevealed to keep the suspense and maintain the surprise element but overall it is a story about a women's wrong choice in life and the difficulties she faces to come to terms with and to overcome these challenges. The film is able to bring forward a social issue, challenging the stereotypes on women hood and its boundaries. In a nutshell it is a complete family entertainment package with romance, hatred, friendship, humor and action with an underlining social message.","6.6"
"354. Ma Timi Bina Marihalchu","https://www.imdb.com/title/tt8822102/?ref_=sr_t_354","2008","","5.6"
"355. Manu","https://www.imdb.com/title/tt32874860/?ref_=sr_t_355","2024","84 year old Bholanath is in his deathbed, living in a city with his grandson and daughter in law, exploring the human existence.",""
"356. Desh Dekhi Bidesh","https://www.imdb.com/title/tt22008154/?ref_=sr_t_356","2015","","7.2"
"357. Julebi","https://www.imdb.com/title/tt33098802/?ref_=sr_t_357","2023","It explores love born of choice and necessity. From the makers of Manjari and Gajabaja, this film weaves three distinct stories of human connection. A tale of hearts entangled in the complexities of life, where love knows no one path.",""
"358. Lukamari","https://www.imdb.com/title/tt5595416/?ref_=sr_t_358","2016","Based on a police investigation of a murder case of a school girl Rupa K.C. The case gets connected to the tenants of Musya Sahu and the hide and seek between cops and criminals starts. Two undercover veteran crime investigating agents meet co-incidentally and start sharing a same room in some place in Kathmandu valley.","6.8"
"359. Lau Kumude Hidyo Hero Banna","https://www.imdb.com/title/tt28626549/?ref_=sr_t_359","","",""
"360. Basanta","https://www.imdb.com/title/tt33354254/?ref_=sr_t_360","2025","",""
"361. A Sathi Suna","https://www.imdb.com/title/tt27459157/?ref_=sr_t_361","2023","",""
"362. Chiso Ashtray","https://www.imdb.com/title/tt19713108/?ref_=sr_t_362","2022","'Chiso Ashtray' is a postmodern drama about an innocent village guy freshly arrived in the capital city. His transformation from villager to urban man becomes increasingly difficult because trying to be modern takes him away from who he truly is. In the end he finds his own modernity and his place in the city.","6.1"
"363. Hello Jindagi","https://www.imdb.com/title/tt10188844/?ref_=sr_t_363","2022","","8.2"
"364. Ranveer","https://www.imdb.com/title/tt9430574/?ref_=sr_t_364","2019","Ranveer (Sushil Sitaula) is a young, energetic and straightforward guy from Dhangadhi and is in love with Maya (Supushpa Bhatta). He faces emotional breakdown after a life changing incident and he moves to Kathmandu. In Kathmandu, he meets Priya (Subeksha Khadka), daughter of a powerful man. Ranveer and Priya fall in love. Meanwhile, Ranveer finds out culprits of 'life changing incident' and he embarks on a journey of revenge.","8.4"
"365. Hasi Deu Ek Phera","https://www.imdb.com/title/tt8022710/?ref_=sr_t_365","2010","Hari, a simple villager who moves to city after his sister and her husband dies to help their son to move on from this incident.","5.4"
"366. Mahabhoj","https://www.imdb.com/title/tt34941889/?ref_=sr_t_366","","",""
"367. Kaira","https://www.imdb.com/title/tt8674396/?ref_=sr_t_367","2018","","6.5"
"368. Dhulo","https://www.imdb.com/title/tt11944088/?ref_=sr_t_368","2020","Dhulo is an illustration of a Nepalese labor class life style that is also socially isolated. The hardship people like Surya Bahadur in society have to go through to sustain and live their dream.",""
"369. Sushree Sampatti","https://www.imdb.com/title/tt7969202/?ref_=sr_t_369","2018","Two slum dwellers in Pokhara in search of a rich girl to get married and get settled in life influenced by their fellow mates.",""
"370. Jindagani","https://www.imdb.com/title/tt8886898/?ref_=sr_t_370","2000","","7.2"
"371. Jasmine","https://www.imdb.com/title/tt32856941/?ref_=sr_t_371","2025","",""
"372. Uma","https://www.imdb.com/title/tt2792440/?ref_=sr_t_372","2013","Set in the early 2000s, Uma is a story about Uma, her brother Milan and their widow mother living in rural Nepal during the Maoist insurgency.","7.8"
"373. Kasle Choryo Mero Man","https://www.imdb.com/title/tt7210246/?ref_=sr_t_373","2010","Manavi father forces her to get married to his billionaire partner's son so they can become the richest person in Nepal,at the marriage Manavi runs away.","6.6"
"374. Hijo Aaja Bholi","https://www.imdb.com/title/tt8378014/?ref_=sr_t_374","1968","",""
"375. Mamaghar","https://www.imdb.com/title/tt0392407/?ref_=sr_t_375","2002","A woman raises her son with his uncle, when she is forced to leave her home after her mother-in-law's death.","6.7"
"376. Rani","https://www.imdb.com/title/tt26813905/?ref_=sr_t_376","2017","Two characters with a strong bond for each other shared everything in their life until they both fall in love with Rani, where selfishness and jealousy begins between the two.",""
"377. Ama Khando","https://www.imdb.com/title/tt13647276/?ref_=sr_t_377","2019","A single-mother treks over rugged mountains, along with a family of winter-migrants, to give up her only son to foster care.","6.9"
"378. Batch No.16","https://www.imdb.com/title/tt2098630/?ref_=sr_t_378","2011","Ram and Guru are police officers who have proved themselves time and again of being trustworthy and capable. When an important mission comes up where the prospect of earning a quick buck is too lucrative to pass up, Guru decides to forgo the mission and get his hands on a large sum of money. Ram trying to stop his friend from making a big mistake escapes with the money only to take the police think he betrayed his country. As Ram struggles to prove his innocence and protect his family, Guru is hot and Ram's trail trying to claim what he thinks is rightfully his.","6.2"
"379. Bir Bikram","https://www.imdb.com/title/tt6568628/?ref_=sr_t_379","2016","Bir decides to save his crush June for his friend since he had promised to save her.","5.9"
"380. Dasdhunga Chapter 2","https://www.imdb.com/title/tt10435560/?ref_=sr_t_380","2020","Dasdhunga chapter 2 is Nepali Movie based on real events of the mysterious death of Leader of CPN-UML Madan Bhandari . Dasdhunga chapter 2 reopen the case with some shocking twists and political conspiracies.",""
"381. Neerphool","https://www.imdb.com/title/tt11941288/?ref_=sr_t_381","2023","","6.4"
"382. Antaral","https://www.imdb.com/title/tt6724886/?ref_=sr_t_382","2013","",""
"383. Bagh Ko Bangara","https://www.imdb.com/title/tt23787648/?ref_=sr_t_383","2022","High above the steep hills of Jajarkot, Nepal, four lives are tied together in the rugged cliffs of Khal Taakuri. Along the extreme topography of Nepal, and across the mental and emotional geographies of the tenacious human spirit, this documentary witnesses the perilous journey into the tiger's jaw.","9.4"
"384. Shankar","https://www.imdb.com/title/tt0301835/?ref_=sr_t_384","1997","","8.6"
"385. Maya Ta Maya Ho","https://www.imdb.com/title/tt8228040/?ref_=sr_t_385","2009","",""
"386. Classic","https://www.imdb.com/title/tt8400458/?ref_=sr_t_386","2016","","6.2"
"387. Commitment: 60 Hours","https://www.imdb.com/title/tt7894204/?ref_=sr_t_387","","Upcoming Nepalese action film.",""
"388. Rajja Rani","https://www.imdb.com/title/tt7819598/?ref_=sr_t_388","2018","Rajja Rani is a story inspired by true incidents in Terai region of Nepal, where Raja struggles for his love with Rani and the obstacles due to social and cultural values.","7.5"
"389. Chankhe Shankhe Pankhe","https://www.imdb.com/title/tt5955818/?ref_=sr_t_389","2015","The Nepali movie 'Chankhe Shankha Pankhe' was released in theater on September 25, 2015. The movie featuring Sudarshan Thapa in leading role is also produced and directed by himself with producer Santosh Sen Thakuri.","7.5"
"390. Saayad 2","https://www.imdb.com/title/tt6501310/?ref_=sr_t_390","2017","","6.9"
"391. Jungle Queen","https://www.imdb.com/title/tt12691768/?ref_=sr_t_391","2009","",""
"392. The Palmist","https://www.imdb.com/title/tt4701840/?ref_=sr_t_392","2014","",""
"393. Mama Bhanja","https://www.imdb.com/title/tt0316212/?ref_=sr_t_393","2002","",""
"394. Mother Rebika","https://www.imdb.com/title/tt35198342/?ref_=sr_t_394","2024","Mother Rebika is a documentary film that tells the story of a woman's struggle in a patriarchal society. Rebika faces immense challenges throughout her life, from losing her mother at a young age to enduring the hardships of poverty and family struggles. As she grows older, she becomes a victim of abuse from her husband, yet she never gives up. The film explores the theme of resilience and the hardships women face in a country like Nepal. It focuses on finding hope in even the most difficult circumstances. Mother Rebika is a story of perseverance and strength, offering a message of hope and courage for anyone facing adversity.",""
