,name,url,year,text,cast,genre,director
742,The enemy of ghost,https://www.imdb.com/title/tt22023666/?ref_=sr_t_743,2010,missing,"'jupilal gharti magar', 'ramkumari ghaati magar'",documentary,manbahadurthapa
743,Where the Rivers Run South,https://www.imdb.com/title/tt28562758/?ref_=sr_t_744,missing,missing,'see preliminary cast',,seecompanycontactinformation
744,Tista Pariko Saino,https://www.imdb.com/title/tt20426148/?ref_=sr_t_745,2015,missing,"'amir gurung', 'khil bahadur gurung'",romance,khilbahadurgurung
745,Kapti,https://www.imdb.com/title/tt14312344/?ref_=sr_t_746,2021,missing,"'smriti balami', 'sher bahadur gurung'",drama,bhupendragurung
746,Alpaviram,https://www.imdb.com/title/tt0888000/?ref_=sr_t_747,2006,missing,"'sunil pokharel', 'vijay lama'",drama,narayanpuri
747,First Love,https://www.imdb.com/title/tt1987567/?ref_=sr_t_748,2010,missing,"'nisha adhikari', 'anup poudel'",romance,simoshsunuwar
748,Aagre - The Iron Digger,https://www.imdb.com/title/tt26545053/?ref_=sr_t_749,2022,missing,"'anil budha magar', 'bishnu sanyash'",documentary,anilbudhamagar
749,Saving Dolma,https://www.imdb.com/title/tt2253078/?ref_=sr_t_750,2010,A documentary about the position of female migrant workers in the Middle East.,'kesang tseten',documentary,kesangtseten
750,Loafer,https://www.imdb.com/title/tt27004829/?ref_=sr_t_751,2013,missing,"'dayahang rai', 'anupam sharma'",action,dayahangrai
751,Krisha Gautami (Nepal Bhasa),https://www.imdb.com/title/tt18968928/?ref_=sr_t_752,2016,"Special national award from Nepal film Development Board. NEFTA FILM FESTIVAL - Dubai-Best film Nominated, NEPAL INDIGINIUS FILM FESTIVAL (NIFF) NEWYORK-10 CATOGORIES NOMINATED AND WON BEST EDITOR PRIZE","'shiv shrestha', 'karma shakya'",family,ramkrishnakhadgi
752,Vedi Gothale,https://www.imdb.com/title/tt7039460/?ref_=sr_t_753,2016,missing,"'asmi gurung', 'ganesh gurung'",drama,ganeshgurung
753,A Rough Cut on the Life and Times of Lachuman Magar,https://www.imdb.com/title/tt0326087/?ref_=sr_t_754,2001,missing,'dinesh deokota',documentary,dineshdeokota
754,In Search of the Riyal,https://www.imdb.com/title/tt1519643/?ref_=sr_t_755,2009,"A prospective of the Nepal immigrants leaving for the Gulf in order to earn some riyals (Iranian currency). With a quarter of the family members gone to work as cheap laborers, Nepal seems to have lost its self-sufficiency. From a family finance supported by money sent by a young son or husband from abroad to a society without any other means of income, there seems to be no way of knowing where the problem begins and ends. The only thing we can do is revisit the present situation of immigration, which is a result of a vicious cycle of individual danger, pain, agitation, fear, and repeated migration. It's not easy for the naive citizens of Nepal who grew up in a feudal agricultural society to delve into the capitalistic economy. What if the agency that introduced foreign employers is a fraud? What if their wage is delayed? What happens to a family without its head for years? What if the money from foreign lands is gone again? Not knowing what will happen next, the citizens of Nepal live another day chasing after the mirage of foreign laborers. Can they really find riyal?",'kesang tseten',documentary,kesangtseten
755,The Rickshaw Puller,https://www.imdb.com/title/tt0416188/?ref_=sr_t_756,2002,missing,'udaya singh bohara',,udayasinghbohara
756,Butterfly (colors of love),https://www.imdb.com/title/tt8658134/?ref_=sr_t_757,2018,missing,"'aaryan adhikari', 'priyanka karki'",thriller,ompratikgurung
757,Agnidahan,https://www.imdb.com/title/tt11835456/?ref_=sr_t_758,2017,Agnidahan is social Drama and the film is on the issue of accusing women for practicing witchcraft,"'maotse gurung', 'prakash ghimire'",drama,ghanshyamlamichhane
758,You are the one,https://www.imdb.com/title/tt14897226/?ref_=sr_t_759,2021,missing,'pranitacharjunewar',music,pranitacharjunewar
759,Heroz,https://www.imdb.com/title/tt10534512/?ref_=sr_t_760,2018,missing,"'mukesh dhakal', 'shekhar lama'",drama,n.b.maharjan
760,Aamako Man,https://www.imdb.com/title/tt9876994/?ref_=sr_t_761,2018,missing,"'yenserj gurung', 'bibek gurung'","drama, family",janakgurung
761,Janayuddha,https://www.imdb.com/title/tt8774178/?ref_=sr_t_762,2008,missing,"'akash adhikari', 'ramchandra adhikari'",drama,bimalpoudel
762,Sukumbasi,https://www.imdb.com/title/tt13445058/?ref_=sr_t_763,2000,missing,"'bina budhathoki', 'rajesh hamal'",drama,sagarpandey
763,Nepal Ma Bidhayeki Abhyas,https://www.imdb.com/title/tt22086348/?ref_=sr_t_764,2021,Legislative practice in Nepal.,'rambaran yadav',documentary,manoharithapa
764,Kakhara,https://www.imdb.com/title/tt9548440/?ref_=sr_t_765,2016,missing,'dikesh lama',documentary,dikeshlama
765,Gold Coast 2 Ghorka,https://www.imdb.com/title/tt10534522/?ref_=sr_t_766,missing,missing,,drama,missing
766,Mit Baa Ko Gaun,https://www.imdb.com/title/tt28022120/?ref_=sr_t_767,2024,missing,"'jeevan gurung', 'chhyombel hyolmo'",family,ajaysyangtan
767,The Sherpa,https://www.imdb.com/title/tt11806264/?ref_=sr_t_768,missing,missing,'see preliminary cast',"comedy, romance",seecompanycontactinformation
768,Love U Man,https://www.imdb.com/title/tt8821328/?ref_=sr_t_769,2012,A unique love story film in Nepali cinema history.,"'raz aryan', 'sures chaudhary'",drama,bbphuyal
769,Radha,https://www.imdb.com/title/tt7869094/?ref_=sr_t_770,2016,missing,"'jiwan luitel', 'sanchita luitel'","drama, romance",yogeshghimire
770,Shree,https://www.imdb.com/title/tt28185948/?ref_=sr_t_771,2021,missing,"'sandip chhetri', 'rabindra jha'",drama,everestsuryabohara
771,The Price of Childhood,https://www.imdb.com/title/tt1781021/?ref_=sr_t_772,2010,"The story of working children in Nepal is a complicated one. It is a story of traditional worlds destroyed by modern forces, of ethnic oppression, of political upheaval, of simple cruelty and remarkable hope. The Price of Childhood seeks to explain this phenomenon through the narratives of those who live with child labor: children, parents, owners, activists, government, scholars, and normal folks we meet along the way. In better understanding the situation from these various perspectives, the film aims to assist in improving the lives of those who suffer.",'kan yan',"biography, documentary, drama",kanyan
772,Jaalo,https://www.imdb.com/title/tt12719798/?ref_=sr_t_773,2018,missing,"'muna gauchan', 'menuka pradhan'",thriller,araajkeshavgiri
773,Adalat,https://www.imdb.com/title/tt10003792/?ref_=sr_t_774,2019,missing,"'bhupindder bhoopii', 'sushma karki'",drama,dineshlingden
774,Black and White Photo,https://www.imdb.com/title/tt10775192/?ref_=sr_t_775,missing,missing,'see preliminary cast',,seecompanycontactinformation
775,Kal-Khanda,https://www.imdb.com/title/tt15399518/?ref_=sr_t_776,2008,Only Nepali language film.,"'shankhar acharya', 'mukunda kishor bhattarai'",history,shankharacharya
776,"Chumma, Nepal",https://www.imdb.com/title/tt15028868/?ref_=sr_t_777,missing,missing,'see preliminary cast',"adventure, drama",seecompanycontactinformation
777,Indreni Khojdai Jada,https://www.imdb.com/title/tt15747266/?ref_=sr_t_778,2013,missing,"'sahayog adhikary', 'deepak ghimire'",drama,saharasharma
778,Ray,https://www.imdb.com/title/tt27817522/?ref_=sr_t_779,2019,missing,"'diwash dhital', 'sujata thapa'",,dineshpoudel
779,Changaa Chait,https://www.imdb.com/title/tt8905928/?ref_=sr_t_780,2018,missing,"'shishir bangdel', 'sandip chhetri'",romance,dipendrak.khanal
780,Mission Saipal,https://www.imdb.com/title/tt12398148/?ref_=sr_t_781,missing,"Four young women from Bajhang are selected for a climbing expedition to Mount Saipal (7,031m) to raise awareness among local women against Chhaupadi and to bring an end to this evil tradition by empowering women.",'bhojraj bhat',"documentary, drama",bhojrajbhat
781,The Himalayan Route,https://www.imdb.com/title/tt18071550/?ref_=sr_t_782,2021,Observations of a 3000 miles journey through the Himalayas on the highest motorbike route in the world.,"'marlon blue', 'ken rivas yonekura'",adventure,kenrivasyonekura
782,Taqatbar,https://www.imdb.com/title/tt21278536/?ref_=sr_t_783,2020,missing,"'sabin shrestha', 'mahima silwal'",action,sunilbistagauli
783,Pheri Temro Yaad Aayo,https://www.imdb.com/title/tt0325972/?ref_=sr_t_784,2002,missing,'dinesh d.c.',,rameshbudathoki
784,Bakshis,https://www.imdb.com/title/tt0315251/?ref_=sr_t_785,2002,missing,"'rajesh hamal', 'gauri malla'",drama,deepakalok
785,Aadhi Baato,https://www.imdb.com/title/tt29324446/?ref_=sr_t_786,2014,missing,"'anu shah', 'sabin shrestha'",drama,shabirshrestha
786,The Jewelweed,https://www.imdb.com/title/tt14632968/?ref_=sr_t_787,1h 15m,"After the death of his daughter in a customarily forced menstrual hut, a foreign returnee father files a case against the entire village",'khatiwoda jeetendra',drama,arjunsubedi
787,Ajambhari Maya,https://www.imdb.com/title/tt0315156/?ref_=sr_t_788,2002,missing,'deepak shrestha',,deepakshrestha
788,Gaatho,https://www.imdb.com/title/tt15988786/?ref_=sr_t_789,2016,missing,"'abhay baral', 'najir hussain'",thriller,surajbhushal
789,Les pèlerins du Muktinath,https://www.imdb.com/title/tt11997232/?ref_=sr_t_790,2007,missing,'adrien camus',documentary,adriencamus
790,Mit Baa,https://www.imdb.com/title/tt29288791/?ref_=sr_t_791,missing,missing,"'prem lama', 'chhyombel hyolmo'",drama,ajaysyangtan
791,The Martial Art,https://www.imdb.com/title/tt15465390/?ref_=sr_t_792,2009,missing,"'puja gautam', 'db lama'",fantasy,janakrajkhakurel
792,Green Blood,https://www.imdb.com/title/tt10265782/?ref_=sr_t_793,2013,missing,'umesh chauhan',documentary,umeshchauhan
793,An Ode to Time and Space,https://www.imdb.com/title/tt12912420/?ref_=sr_t_794,2021,Life and times in lockdown amidst the global pandemic of Covid-19.,"'bishow raj banstola', 'kopila sharma banstola'",documentary,aseembanstola
794,Timro Hune Kahile,https://www.imdb.com/title/tt16435840/?ref_=sr_t_795,2021,missing,"'prakash chand', 'mausami oli'",drama,rajugiri
795,Rock Band,https://www.imdb.com/title/tt8698830/?ref_=sr_t_796,missing,missing,'see preliminary cast',musical,seecompanycontactinformation
796,Project Gold,https://www.imdb.com/title/tt33204931/?ref_=sr_t_797,missing,missing,'see preliminary cast',"action, crime, thriller",seecompanycontactinformation
797,Na Yeta Na Uta,https://www.imdb.com/title/tt8682178/?ref_=sr_t_798,2019,missing,"'jiban bhattarai', 'sameer m. dixit'",comedy,bisharadbasnet
798,Rilu Tilu Chasmu,https://www.imdb.com/title/tt12900810/?ref_=sr_t_799,2021,"An idiosyncratic pre-teen girl arrives at a village near Pokhara, befriends two naive siblings, and embarks on a journey to fly high in the traditional 'linge ping' yearning to relish the spirit of Dashain.","'arya tripathi', 'tamanna tripathi'","adventure, drama",aseembanstola
799,Kumari: The Jagat Lama Story,https://www.imdb.com/title/tt2913268/?ref_=sr_t_800,2014,missing,"""sean o'connor""",documentary,seano'connor
800,Bhuimanchhe,https://www.imdb.com/title/tt8820826/?ref_=sr_t_801,2017,missing,"'kushal bista', 'ramesh budathoki'",drama,nabarajbudhathoki
801,Bhai Tika,https://www.imdb.com/title/tt0315285/?ref_=sr_t_802,2002,missing,"'jharana bajracharya', 'basundhara bhusal'",,laxminathsharma
802,Nijamati: Under Fire,https://www.imdb.com/title/tt15399540/?ref_=sr_t_803,2012,From history to present state of civil administration in Nepal.,"'ramhari koirala', 'manoj pandit'",history,ramharikoirala
803,The Other Worldcup,https://www.imdb.com/title/tt12440134/?ref_=sr_t_804,missing,missing,'bhojraj bhat',"documentary, drama, sport",bhojrajbhat
804,Birano Mayo,https://www.imdb.com/title/tt8688026/?ref_=sr_t_805,2016,missing,'madhab raj kharel',drama,madhabrajkharel
805,Chhath Puja,https://www.imdb.com/title/tt15021288/?ref_=sr_t_806,2019,missing,'kumar bhaskar',documentary,kumarbhaskar
806,Shirsuba,https://www.imdb.com/title/tt16677274/?ref_=sr_t_807,2020,"'SHIRSUBA is a story about a girl who gets adopted in a local Monastery. It is a story about the ups and downs of her life. Shirsuba is a social drama and the conflict between a Young Man (Shankar) and his family. Shankar wants to become a lawyer and work within a country to serve his community. Whereas, a Typical Gurung parent wants him to follow the Gurkha tradition to become a Soldier or go overseas for better opportunities and to earn money and support the family. The movie tells the story of the Love and Sacrifice of two hearts.","'sumit grg', 'aitaram gurung'",drama,maotsegurung
807,Chakre,https://www.imdb.com/title/tt8682074/?ref_=sr_t_808,missing,missing,'see preliminary cast',"action, thriller",seecompanycontactinformation
808,11:55,https://www.imdb.com/title/tt35269194/?ref_=sr_t_809,2h 15m,missing,"'shristi shrestha', 'mahesh tripathi'",thriller,keshabpandey
809,Missing: Keti Harayeko Suchana,https://www.imdb.com/title/tt35304963/?ref_=sr_t_810,2h 40m,MISSING: Keti Harayeko Suchana is not a love story. It is a story about finding love in the most unexpected places.,"'shristi shrestha', 'najir husen'","action, comedy, drama",deependragauchan
810,Mummy,https://www.imdb.com/title/tt35322743/?ref_=sr_t_811,2025,missing,"'priyanka karki', 'deeya maskey'",horror,samarniraula
